area_type,availability,location,society,bhk,sqft,bath,balcony,price
3,17,491,723,3.0,1250.0,3.0,2.0,39.0
3,61,198,723,2.0,1250.0,2.0,3.0,39.0
3,25,421,723,3.0,1250.0,3.0,2.0,39.0
2,60,181,50,0.0,1500.0,1.0,0.0,46.8
3,23,392,723,3.0,1275.0,2.0,2.0,39.8
3,61,678,723,2.0,1070.0,2.0,2.0,33.43
3,61,686,559,2.0,1056.0,2.0,2.0,33.0
3,61,203,723,2.0,1280.0,2.0,2.0,40.0
3,61,102,263,3.0,1344.0,2.0,1.0,42.0
3,61,323,45,3.0,1600.0,2.0,0.0,50.0
3,61,634,723,6.0,2400.0,5.0,2.0,75.0
0,61,631,723,5.0,4800.0,5.0,2.0,150.0
0,61,157,1232,5.0,3356.0,5.0,2.0,105.0
0,61,564,723,4.0,1917.0,3.0,0.0,60.0
0,61,102,6,3.0,1465.0,2.0,1.0,45.87
0,61,595,530,3.0,1340.0,2.0,3.0,42.0
0,61,680,462,3.0,1435.0,3.0,2.0,45.0
3,61,90,355,2.0,1051.0,2.0,1.0,33.0
3,25,283,723,2.0,1213.0,2.0,2.0,38.1
3,61,331,723,3.0,1464.0,3.0,2.0,46.0
3,61,564,723,3.0,1525.0,2.0,2.0,48.0
0,61,429,1041,4.0,1810.0,3.0,2.0,57.0
3,25,427,723,2.0,1290.0,2.0,3.0,40.63
3,61,111,290,3.0,1615.0,3.0,2.0,50.87
3,61,111,290,2.0,1160.0,2.0,2.0,36.54
3,61,111,290,2.0,1160.0,2.0,2.0,36.54
3,61,111,723,2.0,1200.0,2.0,2.0,37.8
3,61,111,723,2.0,1240.0,2.0,2.0,39.06
3,61,111,723,2.0,1260.0,2.0,1.0,39.69
3,61,111,290,3.0,1500.0,2.0,3.0,47.25
3,15,94,691,3.0,1540.0,3.0,2.0,48.51
3,61,111,290,3.0,1565.0,2.0,2.0,49.3
3,25,94,691,3.0,1650.0,3.0,2.0,51.98
3,6,94,691,3.0,1630.0,3.0,2.0,51.35
3,15,94,691,3.0,1510.0,3.0,3.0,47.57
3,61,94,691,3.0,1510.0,3.0,3.0,47.57
3,61,111,290,3.0,1410.0,2.0,3.0,44.42
3,61,111,290,3.0,1410.0,2.0,3.0,44.42
0,61,182,723,3.0,1650.0,3.0,0.0,52.0
0,61,143,503,3.0,1650.0,2.0,1.0,52.0
3,17,392,723,2.0,1085.0,2.0,2.0,34.2
3,61,684,271,2.0,1050.0,2.0,2.0,33.1
3,61,622,908,2.0,1140.0,2.0,1.0,36.0
3,61,431,989,3.0,1900.0,3.0,2.0,60.0
3,17,434,723,3.0,1250.0,3.0,2.0,39.5
3,17,421,723,3.0,1250.0,3.0,2.0,39.5
3,17,443,723,3.0,1250.0,3.0,3.0,39.5
3,25,445,723,3.0,1250.0,3.0,1.0,39.5
3,17,625,572,2.0,1161.0,2.0,2.0,36.69
3,17,625,572,2.0,1161.0,2.0,3.0,36.69
0,61,176,437,3.0,1740.0,3.0,2.0,55.0
3,21,329,723,3.0,1455.0,3.0,2.0,46.0
3,61,67,723,2.0,1200.0,2.0,2.0,38.0
3,17,213,1085,3.0,1105.0,2.0,1.0,35.0
0,61,291,224,2.0,1065.0,2.0,3.0,33.75
3,61,85,13,3.0,1358.0,2.0,1.0,43.1
3,61,147,1089,3.0,1323.0,2.0,1.0,42.0
3,61,680,930,2.0,1109.0,2.0,1.0,35.22
2,61,95,723,4.0,2800.0,4.0,2.0,89.0
3,61,18,723,2.0,1100.0,2.0,3.0,35.0
3,23,18,723,2.0,1100.0,2.0,2.0,35.0
3,61,642,569,3.0,1665.0,3.0,1.0,53.0
3,61,48,762,3.0,1319.0,3.0,1.0,42.0
3,61,678,723,2.0,1067.0,2.0,3.0,33.99
3,61,680,930,2.0,1130.0,2.0,1.0,36.0
3,61,0,527,2.0,1130.0,2.0,2.0,36.0
3,61,680,930,2.0,1130.0,2.0,1.0,36.0
3,61,680,956,2.0,1255.0,2.0,2.0,40.0
3,61,680,930,3.0,1452.0,2.0,2.0,46.29
3,61,680,930,2.0,1187.0,2.0,1.0,37.85
3,61,85,13,2.0,1061.0,2.0,1.0,33.84
3,61,680,956,2.0,1254.0,2.0,2.0,40.0
3,61,239,549,2.0,1410.0,2.0,2.0,45.0
3,61,499,723,2.0,1206.0,2.0,3.0,38.5
3,61,85,13,3.0,1358.0,2.0,1.0,43.4
3,61,680,857,2.0,1095.0,2.0,1.0,35.0
3,61,499,723,2.0,1242.0,2.0,3.0,39.7
3,61,283,1202,2.0,1220.0,2.0,2.0,39.0
3,61,567,1105,2.0,1126.0,2.0,1.0,36.0
3,61,523,723,2.0,1204.0,2.0,3.0,38.5
3,61,680,930,3.0,1451.0,2.0,2.0,46.4
3,25,283,723,2.0,1166.0,2.0,1.0,37.29
3,61,680,930,2.0,1109.0,2.0,1.0,35.47
3,61,375,723,3.0,1188.0,2.0,2.0,38.0
3,25,283,723,3.0,1453.0,2.0,1.0,46.48
3,61,642,408,2.0,1091.0,2.0,1.0,34.9
3,25,283,723,3.0,1176.0,2.0,1.0,37.62
3,61,247,723,2.0,1008.0,2.0,2.0,32.25
3,61,624,1145,2.0,1077.0,2.0,1.0,34.46
3,28,617,723,3.0,1257.0,2.0,2.0,40.22
3,61,617,723,3.0,1372.0,2.0,1.0,43.9
3,61,617,723,2.0,1040.0,2.0,1.0,33.28
3,61,680,930,2.0,1105.0,2.0,1.0,35.36
3,61,576,723,2.0,1125.0,2.0,2.0,36.0
3,61,565,1077,2.0,1150.0,2.0,0.0,36.8
3,61,365,723,3.0,1200.0,2.0,3.0,38.4
3,25,32,723,3.0,1250.0,3.0,2.0,40.0
3,25,486,723,3.0,1250.0,3.0,2.0,40.0
3,61,684,723,2.0,1250.0,2.0,2.0,40.0
3,61,0,209,2.0,1250.0,2.0,2.0,40.0
3,25,57,723,3.0,1250.0,3.0,3.0,40.0
3,25,619,723,3.0,1250.0,3.0,2.0,40.0
3,61,365,723,3.0,1260.0,2.0,3.0,40.32
3,24,533,723,2.0,1400.0,2.0,1.0,44.8
3,24,372,723,3.0,1410.0,2.0,2.0,45.12
3,24,527,723,3.0,1410.0,2.0,2.0,45.12
3,24,534,723,3.0,1410.0,2.0,2.0,45.12
3,24,535,723,3.0,1410.0,2.0,2.0,45.12
0,61,680,723,3.0,1550.0,2.0,2.0,49.6
3,61,111,714,2.0,1334.0,2.0,3.0,42.69
3,61,247,723,3.0,1223.0,3.0,2.0,39.14
3,17,114,723,3.0,1400.0,2.0,2.0,44.81
3,61,680,930,2.0,1187.0,2.0,1.0,38.0
3,61,523,723,2.0,1224.0,2.0,3.0,39.2
3,23,304,723,2.0,1060.0,2.0,2.0,33.95
3,61,680,930,2.0,1105.0,2.0,1.0,35.4
3,61,85,13,2.0,1061.0,2.0,1.0,34.0
3,61,148,1256,2.0,1123.0,2.0,1.0,36.0
3,61,565,1077,3.0,1270.0,2.0,0.0,40.72
3,61,562,420,2.0,1185.0,2.0,0.0,38.0
3,61,384,717,2.0,1060.0,2.0,1.0,34.0
3,61,680,956,2.0,1215.0,2.0,2.0,39.0
3,61,148,1256,2.0,1115.0,2.0,1.0,35.8
3,61,523,723,2.0,1167.0,2.0,2.0,37.5
3,23,392,723,3.0,1240.0,2.0,2.0,39.85
0,61,213,820,2.0,1090.0,2.0,2.0,35.03
3,61,329,1190,2.0,1120.0,2.0,2.0,36.0
3,61,189,723,2.0,1120.0,2.0,3.0,36.0
0,61,130,709,3.0,1400.0,2.0,3.0,45.0
3,61,528,723,2.0,1400.0,2.0,2.0,45.0
3,25,251,723,3.0,1400.0,3.0,2.0,45.0
3,61,148,1256,2.0,1104.0,2.0,1.0,35.5
3,23,19,723,3.0,1240.0,2.0,2.0,39.89
3,61,288,723,5.0,4500.0,5.0,2.0,145.0
3,61,595,37,3.0,1550.0,3.0,1.0,50.0
3,61,204,723,3.0,1300.0,2.0,1.0,42.0
3,23,304,723,3.0,1275.0,3.0,2.0,41.2
3,61,148,723,2.0,1175.0,2.0,2.0,38.0
0,61,141,723,4.0,1700.0,3.0,2.0,55.0
3,61,680,956,2.0,1205.0,2.0,1.0,39.0
0,61,336,723,2.0,1050.0,2.0,1.0,34.0
0,61,336,723,2.0,1050.0,2.0,1.0,34.0
3,61,573,723,3.0,1420.0,2.0,2.0,46.0
0,61,26,723,6.0,2500.0,6.0,0.0,81.0
3,23,18,723,2.0,1080.0,2.0,2.0,35.0
3,61,637,529,3.0,1540.0,3.0,0.0,50.0
3,61,680,300,2.0,1170.0,2.0,1.0,38.0
3,61,680,300,2.0,1170.0,2.0,1.0,38.0
3,61,283,723,2.0,1170.0,2.0,0.0,38.0
3,61,464,723,2.0,1200.0,2.0,2.0,39.0
3,61,143,723,3.0,1300.0,3.0,2.0,42.25
3,61,612,99,3.0,1600.0,3.0,2.0,52.0
0,61,158,723,5.0,2000.0,4.0,0.0,65.0
0,61,213,723,3.0,2400.0,2.0,0.0,78.0
3,61,336,723,7.0,4000.0,7.0,2.0,130.0
3,61,600,723,5.0,4000.0,3.0,0.0,130.0
0,61,158,723,4.0,2460.0,7.0,2.0,80.0
2,61,29,723,1.0,1260.0,1.0,1.0,41.0
2,61,29,723,1.0,1260.0,1.0,0.0,41.0
3,61,139,1333,3.0,1690.0,2.0,2.0,55.0
3,23,18,723,3.0,1275.0,2.0,2.0,41.5
3,61,501,723,2.0,1075.0,2.0,2.0,35.0
3,61,128,805,3.0,1075.0,2.0,1.0,35.0
3,61,482,32,3.0,1167.0,2.0,1.0,38.0
3,61,564,767,2.0,1044.0,2.0,2.0,34.0
3,21,18,723,2.0,1059.0,2.0,2.0,34.5
3,17,110,96,3.0,1445.0,2.0,2.0,47.1
0,61,448,723,9.0,4600.0,9.0,0.0,150.0
3,61,291,287,3.0,1225.0,3.0,1.0,40.0
3,61,239,1186,2.0,1110.0,2.0,2.0,36.25
3,61,565,262,3.0,1347.0,2.0,1.0,44.0
3,61,528,389,2.0,1240.0,2.0,2.0,40.54
0,61,526,1173,2.0,1070.0,2.0,1.0,35.0
2,61,157,1232,4.0,3056.0,5.0,0.0,100.0
3,61,622,908,2.0,1100.0,2.0,1.0,36.0
3,61,406,723,2.0,1375.0,2.0,1.0,45.0
3,61,355,723,2.0,1190.0,2.0,2.0,39.0
3,61,213,447,3.0,1159.0,2.0,3.0,38.0
3,25,129,723,3.0,1250.0,3.0,2.0,41.0
1,61,379,470,3.0,1280.0,3.0,1.0,42.0
3,61,538,723,2.0,1219.0,2.0,2.0,40.0
3,61,622,908,2.0,1188.0,2.0,1.0,39.0
3,23,18,723,2.0,1125.0,2.0,2.0,36.94
3,34,312,237,2.0,1057.0,2.0,1.0,34.71
0,61,369,723,6.0,3500.0,6.0,0.0,115.0
3,61,448,1009,2.0,1552.0,2.0,1.0,51.0
3,61,148,1256,2.0,1065.0,2.0,1.0,35.0
3,61,680,956,2.0,1215.0,2.0,2.0,40.0
0,61,564,213,2.0,1215.0,2.0,0.0,40.0
3,61,206,723,2.0,999.0,2.0,2.0,32.9
3,61,239,82,3.0,1425.0,2.0,2.0,47.0
3,61,449,74,2.0,1190.0,2.0,2.0,39.25
3,24,463,723,2.0,1001.0,2.0,2.0,33.03
3,61,642,256,2.0,1738.0,2.0,1.0,57.35
3,61,642,256,3.0,1737.0,2.0,1.0,57.32
3,27,275,235,3.0,2047.0,3.0,2.0,67.55
3,61,341,16,2.0,1000.0,2.0,2.0,33.0
0,61,69,697,4.0,1600.0,4.0,0.0,52.8
3,27,275,235,3.0,1976.0,3.0,3.0,65.21
3,27,275,235,3.0,1866.0,2.0,2.0,61.58
3,19,275,243,2.0,1052.0,2.0,1.0,34.72
3,61,204,1313,2.0,1015.0,2.0,2.0,33.5
3,27,275,235,3.0,2182.0,3.0,2.0,72.04
3,61,482,723,2.0,1060.0,2.0,0.0,35.0
3,61,680,857,2.0,1060.0,2.0,1.0,35.0
0,61,460,723,2.0,1060.0,2.0,2.0,35.0
0,61,462,723,2.0,1090.0,2.0,1.0,36.0
3,61,213,660,2.0,1150.0,2.0,1.0,38.0
3,47,213,723,2.0,1150.0,2.0,1.0,38.0
3,61,280,1181,2.0,1180.0,2.0,1.0,39.0
3,61,149,723,2.0,1210.0,2.0,2.0,40.0
0,61,379,470,3.0,1240.0,3.0,2.0,41.0
3,18,680,952,2.0,1240.0,2.0,2.0,41.0
0,61,199,723,2.0,1270.0,2.0,2.0,42.0
3,61,218,723,3.0,1330.0,2.0,2.0,44.0
0,61,441,723,4.0,1360.0,2.0,2.0,45.0
0,61,541,66,2.0,1360.0,2.0,0.0,45.0
3,61,594,723,3.0,1360.0,2.0,3.0,45.0
3,61,352,1207,2.0,1057.0,2.0,1.0,35.0
3,61,213,252,2.0,1150.0,2.0,1.0,38.08
3,47,218,723,3.0,1750.0,3.0,2.0,58.0
0,48,216,723,3.0,1750.0,3.0,2.0,58.0
3,61,215,567,2.0,1116.0,2.0,2.0,37.0
3,61,622,908,2.0,1146.0,2.0,1.0,38.0
0,61,285,723,2.0,1206.0,2.0,0.0,40.0
3,38,503,189,2.0,1085.0,2.0,1.0,36.0
0,61,463,723,1.0,1200.0,1.0,0.0,39.82
3,41,680,1110,3.0,1235.0,3.0,0.0,40.985
3,18,680,952,2.0,1175.0,2.0,1.0,39.0
3,61,680,956,2.0,1205.0,2.0,1.0,40.0
3,61,680,956,2.0,1205.0,2.0,1.0,40.0
3,61,528,238,3.0,1625.0,2.0,2.0,54.0
3,61,149,28,3.0,1563.0,2.0,2.0,52.0
3,61,612,99,3.0,1563.0,3.0,2.0,52.0
3,61,215,887,3.0,1502.0,3.0,3.0,50.0
3,34,565,723,2.0,1044.0,2.0,1.0,34.77
3,4,449,828,2.0,1171.0,2.0,2.0,39.0
3,61,148,1256,2.0,1050.0,2.0,1.0,35.0
0,61,360,723,2.0,1050.0,2.0,1.0,35.0
3,24,19,723,2.0,1050.0,2.0,2.0,35.0
3,17,389,723,2.0,1050.0,2.0,2.0,35.0
2,61,425,723,4.0,1050.0,1.0,0.0,35.0
3,61,235,650,2.0,1170.0,2.0,1.0,39.0
3,61,338,723,2.0,1200.0,2.0,2.0,40.0
0,61,454,723,2.0,1200.0,2.0,2.0,40.0
0,61,341,687,2.0,1200.0,2.0,1.0,40.0
3,61,129,723,2.0,1200.0,2.0,2.0,40.0
3,61,239,723,2.0,1200.0,2.0,3.0,40.0
2,61,581,723,1.0,1350.0,2.0,0.0,45.0
3,61,285,403,2.0,1350.0,2.0,2.0,45.0
0,48,214,723,3.0,1500.0,3.0,2.0,50.0
3,61,88,723,2.0,1500.0,2.0,1.0,50.0
0,61,404,723,3.0,1500.0,3.0,2.0,50.0
0,61,148,723,3.0,1800.0,3.0,2.0,60.0
2,61,559,723,3.0,2100.0,3.0,0.0,70.0
3,61,105,723,3.0,2400.0,2.0,0.0,80.0
2,61,283,723,5.0,2400.0,3.0,3.0,80.0
2,61,619,723,4.0,2700.0,3.0,2.0,90.0
3,61,679,723,4.0,3000.0,5.0,2.0,100.0
0,61,285,723,4.0,3000.0,4.0,0.0,100.0
3,61,637,775,6.0,3600.0,6.0,2.0,120.0
0,61,637,723,4.0,4500.0,4.0,0.0,150.0
2,3,157,1232,4.0,4500.0,5.0,3.0,150.0
3,61,676,807,2.0,2105.0,2.0,1.0,70.2
3,61,567,723,3.0,1555.0,3.0,3.0,52.0
3,61,128,805,3.0,1075.0,2.0,1.0,35.99
0,61,128,805,3.0,1075.0,2.0,1.0,36.0
3,61,684,723,3.0,1075.0,2.0,2.0,36.0
3,61,128,805,3.0,1075.0,3.0,2.0,36.0
3,61,128,805,3.0,1075.0,2.0,1.0,36.0
3,61,148,1256,2.0,1030.0,2.0,1.0,34.5
3,8,573,723,2.0,1118.0,2.0,2.0,37.5
0,61,365,723,3.0,1550.0,2.0,3.0,52.0
0,61,598,723,2.0,1146.0,2.0,1.0,38.5
3,18,445,723,3.0,1250.0,3.0,2.0,42.0
3,61,684,723,2.0,1101.0,2.0,2.0,37.0
0,61,250,842,2.0,1190.0,2.0,2.0,40.0
3,18,680,952,2.0,1160.0,2.0,2.0,39.0
3,61,136,1263,3.0,1130.0,3.0,1.0,38.0
3,13,680,960,2.0,1100.0,2.0,1.0,37.0
0,18,531,723,2.0,1116.0,2.0,1.0,37.6
3,61,528,389,2.0,1144.0,2.0,2.0,38.55
3,61,565,564,3.0,1186.0,2.0,2.0,40.0
3,61,286,1006,2.0,1100.0,2.0,2.0,37.1
3,61,528,389,2.0,1206.0,2.0,1.0,40.7
3,61,213,309,2.0,1200.0,2.0,2.0,40.5
3,25,680,952,2.0,1185.0,2.0,2.0,40.0
3,61,642,569,2.0,1155.0,2.0,2.0,39.0
3,61,642,569,2.0,1155.0,2.0,2.0,39.0
3,61,680,857,2.0,1155.0,2.0,1.0,39.0
3,61,528,389,2.0,1141.0,2.0,2.0,38.55
3,61,148,1256,2.0,1065.0,2.0,1.0,36.0
2,61,673,723,6.0,2100.0,6.0,2.0,71.0
3,61,528,389,2.0,1196.0,2.0,2.0,40.44
3,61,528,389,3.0,1571.0,3.0,3.0,53.12
3,61,528,389,3.0,1531.0,3.0,3.0,51.77
3,61,528,389,2.0,1143.0,2.0,2.0,38.65
3,61,528,389,2.0,1140.0,2.0,2.0,38.55
3,61,528,389,2.0,1140.0,2.0,2.0,38.55
3,61,528,389,2.0,1187.0,2.0,2.0,40.14
3,61,528,389,2.0,1267.0,2.0,2.0,42.85
3,61,528,389,2.0,1306.0,2.0,2.0,44.17
3,61,528,389,2.0,1419.0,2.0,2.0,48.0
3,61,528,389,3.0,1530.0,3.0,3.0,51.77
3,61,528,389,3.0,1550.0,3.0,3.0,52.45
3,61,338,983,3.0,1625.0,3.0,2.0,55.0
3,61,148,1256,2.0,1093.0,2.0,1.0,37.0
3,61,528,389,3.0,1529.0,3.0,3.0,51.77
0,61,528,389,2.0,1133.0,2.0,1.0,38.37
3,61,528,389,2.0,1151.0,2.0,2.0,39.0
3,61,528,389,2.0,1120.0,2.0,2.0,37.95
3,61,528,389,2.0,1196.0,2.0,2.0,40.54
3,61,528,389,2.0,1196.0,2.0,2.0,40.54
3,61,528,389,2.0,1196.0,2.0,2.0,40.54
3,61,528,389,2.0,1196.0,2.0,2.0,40.54
3,61,528,389,2.0,1196.0,2.0,2.0,40.54
3,61,528,389,2.0,1255.0,2.0,2.0,42.54
3,61,528,389,2.0,1419.0,2.0,2.0,48.1
3,61,528,389,2.0,1419.0,2.0,2.0,48.1
3,61,150,371,2.0,1180.0,2.0,2.0,40.0
0,61,45,723,4.0,1475.0,2.0,1.0,50.0
3,61,528,389,3.0,1693.0,3.0,3.0,57.39
3,61,528,389,3.0,1693.0,3.0,3.0,57.39
3,61,528,389,2.0,1303.0,2.0,2.0,44.17
3,61,528,389,2.0,1185.0,2.0,2.0,40.17
3,61,528,389,2.0,1185.0,2.0,1.0,40.17
3,61,528,389,3.0,1580.0,3.0,3.0,53.56
3,61,528,389,3.0,1580.0,3.0,3.0,53.56
3,61,528,389,3.0,1608.0,3.0,3.0,54.51
3,61,528,389,2.0,1295.0,2.0,2.0,43.9
3,61,528,389,2.0,1295.0,2.0,2.0,43.9
3,61,528,389,2.0,1128.0,2.0,2.0,38.24
3,61,528,389,2.0,1151.0,2.0,2.0,39.02
3,61,528,389,2.0,1133.0,2.0,2.0,38.41
3,61,528,389,2.0,1120.0,2.0,2.0,37.97
3,61,528,389,3.0,1530.0,3.0,3.0,51.87
3,61,528,389,2.0,1240.0,2.0,2.0,42.04
0,61,528,389,2.0,1140.0,2.0,2.0,38.65
3,61,528,389,2.0,1140.0,2.0,2.0,38.65
0,48,217,723,2.0,1150.0,2.0,1.0,39.0
3,47,218,723,2.0,1150.0,2.0,2.0,39.0
0,61,577,723,7.0,2800.0,5.0,3.0,95.0
3,61,567,1105,2.0,1090.0,2.0,1.0,37.0
3,61,684,723,3.0,1590.0,3.0,1.0,54.0
3,61,684,723,3.0,1590.0,2.0,1.0,54.0
3,61,684,723,3.0,1590.0,2.0,2.0,54.0
3,61,142,723,2.0,1030.0,2.0,0.0,35.0
3,20,102,263,3.0,1427.0,2.0,2.0,48.51
3,41,495,1043,3.0,1350.0,3.0,1.0,45.9
0,61,501,969,2.0,1000.0,2.0,2.0,34.0
3,61,379,470,2.0,1000.0,2.0,1.0,34.0
3,61,375,723,2.0,1000.0,2.0,2.0,34.0
3,21,336,786,2.0,1030.0,2.0,1.0,35.02
3,25,129,723,3.0,1250.0,2.0,2.0,42.5
3,61,397,723,3.0,1465.0,2.0,2.0,49.81
3,17,397,723,3.0,1364.0,2.0,3.0,46.38
0,61,375,53,3.0,1470.0,3.0,3.0,50.0
3,61,204,533,2.0,970.0,2.0,0.0,33.0
0,61,247,693,3.0,1539.0,2.0,2.0,52.36
3,61,680,956,2.0,1205.0,2.0,1.0,41.0
3,61,528,389,3.0,1500.0,3.0,3.0,51.04
3,61,591,723,2.0,1099.0,2.0,1.0,37.5
3,14,85,723,3.0,1213.0,2.0,2.0,41.39
3,61,565,723,3.0,1670.0,2.0,3.0,57.0
3,61,369,723,7.0,4100.0,7.0,0.0,140.0
3,61,360,560,3.0,1610.0,2.0,2.0,55.0
3,61,128,805,3.0,1200.0,2.0,1.0,41.0
0,61,441,723,2.0,2400.0,2.0,1.0,82.0
3,61,239,723,2.0,1170.0,2.0,2.0,40.0
3,61,0,723,2.0,1170.0,2.0,2.0,40.0
3,23,304,723,3.0,1275.0,2.0,2.0,43.6
3,61,564,1113,2.0,950.0,2.0,2.0,32.5
3,61,528,389,2.0,1140.0,2.0,2.0,39.0
3,61,680,956,2.0,1140.0,2.0,2.0,39.0
3,61,622,908,2.0,1140.0,2.0,1.0,39.0
3,61,370,1215,3.0,1900.0,2.0,2.0,65.0
3,61,505,723,3.0,1900.0,3.0,0.0,65.0
2,61,555,480,3.0,3800.0,2.0,0.0,130.0
3,61,102,263,2.0,1022.0,2.0,1.0,35.0
3,14,85,723,3.0,1167.0,2.0,2.0,39.98
3,23,19,723,2.0,1080.0,2.0,2.0,37.0
3,61,418,723,2.0,1050.0,2.0,1.0,36.0
3,61,213,252,3.0,1400.0,2.0,1.0,48.0
0,61,379,723,3.0,1400.0,2.0,2.0,48.0
3,61,528,723,3.0,1400.0,2.0,2.0,48.0
2,61,412,723,8.0,3500.0,6.0,2.0,120.0
0,61,564,1113,2.0,1020.0,2.0,2.0,35.0
3,61,565,895,2.0,1178.0,2.0,2.0,40.43
